Id;Ryhmät;Ryhmät_eng;Ryhmät_tiet;SUOMI;RUOTSI;LYHENNE;TIETEELLINEN;KATEGORIA;ENGLANTI;Ryhmät_ruo;
676;Kertut;Warblers;Sylviidae;Rusorintakerttu;Rödstrupig sångare;SYLCAN;Sylvia cantillans;A;Subalpine Warbler;Sångare;
677;Kertut;Warblers;Sylviidae;Samettipääkerttu;Sammetshätta;SYLALA;Sylvia melanocephala;A;Sardinian Warbler;Sångare;
678;Kertut;Warblers;Sylviidae;Mustakurkkukerttu;Svarthakad sångare;SYLRUE;Sylvia rueppelli;A;Rüppell's Warbler;Sångare;
679;Kertut;Warblers;Sylviidae;Uunilintulaji;Phylloscopus (släktet);PHYSP;Phylloscopus sp;S;Phylloscopus (genus);Sångare;
680;Kertut;Warblers;Sylviidae;Amurinuunilintu;östlig kronsångare;PHYCOR;Phylloscopus coronatus;A;Eastern Crowned Warbler;Sångare;
681;Kertut;Warblers;Sylviidae;Burjatianuunilintu;östlig lundsångare;PHYPLU;Phylloscopus plumbeitarsus;A;Two-barred Warbler;Sångare;
682;Kertut;Warblers;Sylviidae;Idänuunilintu;Lundsångare;PHYDES;Phylloscopus trochiloides;A;Greenish Warbler;Sångare;
683;Kertut;Warblers;Sylviidae;Idänuunilintu (alalaji viridanus);Lundsångare (rasen viridanus);PHYDESVIR;Phylloscopus trochiloides viridanus;R;Greenish Warbler (subspecies viridanus);Sångare;
684;Kertut;Warblers;Sylviidae;Lapinuunilintu;Nordsångare;PHYBOR;Phylloscopus borealis;A;Arctic Warbler;Sångare;
685;Kertut;Warblers;Sylviidae;Hippiäisuunilintu;Kungsfågelsångare;PHYPRO;Phylloscopus proregulus;A;Pallas's Leaf Warbler;Sångare;
686;Kertut;Warblers;Sylviidae;Hippiäisuunilintu / taigauunilintu;Kungsfågelsångare / taigasångare;PHYPRO/PHYINO;Phylloscopus proregulus/inornatus;S;Pallas's Leaf / Yellow-browed Warbler;Sångare;
687;Kertut;Warblers;Sylviidae;Taigauunilintu;Taigasångare;PHYINO;Phylloscopus inornatus;A;Yellow-browed Warbler;Sångare;
688;Kertut;Warblers;Sylviidae;Taigauunilintu / kashmirinuunilintu;Taigasångare / bergstaigasångare;PHYINO/PHYHUM;Phylloscopus inornatus/humei;S;Yellow-browed / Hume's Leaf Warbler;Sångare;
689;Kertut;Warblers;Sylviidae;Kashmirinuunilintu;Bergstaigasångare;PHYHUM;Phylloscopus humei;A;Hume's Leaf Warbler;Sångare;
690;Kertut;Warblers;Sylviidae;Siperianuunilintu;Videsångare;PHYSCH;Phylloscopus schwarzi;A;Radde's Warbler;Sångare;
691;Kertut;Warblers;Sylviidae;Siperianuunilintu / ruskouunilintu;Videsångare / brunsångare;PHYSCH/PHYFUS;Phylloscopus schwarzi/fuscatus;S;Radde's / Dusky Warbler;Sångare;
692;Kertut;Warblers;Sylviidae;Ruskouunilintu;Brunsångare;PHYFUS;Phylloscopus fuscatus;A;Dusky Warbler;Sångare;
693;Kertut;Warblers;Sylviidae;Vuoriuunilintu;Bergsångare;PHYBON;Phylloscopus bonelli;A;Western Bonelli's Warbler;Sångare;
694;Kertut;Warblers;Sylviidae;Vuoriuunilintu / balkaninuunilintu;Bergsångare / balkansångare;PHYBON/PHYORI;Phylloscopus bonelli/orientalis;S;Western / Eastern Bonelli's Warbler;Sångare;
695;Kertut;Warblers;Sylviidae;Balkaninuunilintu;Balkansångare;PHYORI;Phylloscopus orientalis;A;Eastern Bonelli's Warbler;Sångare;
696;Kertut;Warblers;Sylviidae;Sirittäjä;Grönsångare;PHYSIB;Phylloscopus sibilatrix;A;Wood Warbler;Sångare;
697;Kertut;Warblers;Sylviidae;Iberiantiltaltti;Iberisk gransångare;PHYIBE;Phylloscopus ibericus;A;Iberian Chiffchaff;Sångare;
698;Kertut;Warblers;Sylviidae;Tiltaltti;Gransångare;PHYCOL;Phylloscopus collybita;A;Common Chiffchaff;Sångare;
699;Kertut;Warblers;Sylviidae;Tiltaltti (hily/hihku -ääninen);Gransångare (hily-läte);PHYCOLHILY;Phylloscopus collybita hily;R;Common Chiffchaff (calling hily);Sångare;
700;Kertut;Warblers;Sylviidae;Tiltaltti (hii -ääninen);Gransångare (hii-läte);PHYCOLHII;Phylloscopus collybita hii;R;Common Chiffchaff (calling hii);Sångare;
701;Kertut;Warblers;Sylviidae;Tiltaltti (alalaji collybita);Gransångare (rasen collybita);PHYCOLCOL;Phylloscopus collybita collybita;R;Common Chiffchaff (subspecies collybita);Sångare;
702;Kertut;Warblers;Sylviidae;Idäntiltaltti;Gransångare (rasen tristis);PHYCOLTRI;Phylloscopus collybita tristis;R;Common Chiffchaff (subspecies tristis);Sångare;
703;Kertut;Warblers;Sylviidae;Tiltaltti / pajulintu;Gransångare / lövsångare;PHYCOL/PHYLUS;Phylloscopus collybita/trochilus;S;Common Chiffchaff / Willow Warbler;Sångare;
704;Kertut;Warblers;Sylviidae;Pajulintu;Lövsångare;PHYLUS;Phylloscopus trochilus;A;Willow Warbler;Sångare;
705;Kertut;Warblers;Sylviidae;Hippiäinen;Kungsfågel;REGREG;Regulus regulus;A;Goldcrest;Sångare;
706;Kertut;Warblers;Sylviidae;Tulipäähippiäinen;Brandkronad kungsfågel;REGIGN;Regulus ignicapilla;A;Common Firecrest;Sångare;
707;Siepot;Flycatchers;Muscicapidae;Harmaasieppolaji;Muscicapa (släktet);MUSSP;Muscicapa sp;S;Muscicapa (genus);Flugsnappare;
708;Siepot;Flycatchers;Muscicapidae;Harmaasieppo;Grå flugsnappare;MUSSTR;Muscicapa striata;A;Spotted Flycatcher;Flugsnappare;
709;Siepot;Flycatchers;Muscicapidae;Kirjosieppolaji;Ficedula (släktet);FICSP;Ficedula sp;S;Ficedula (genus);Flugsnappare;
710;Siepot;Flycatchers;Muscicapidae;Pikkusieppo;Mindre flugsnappare;FICPAR;Ficedula parva;A;Red-breasted Flycatcher;Flugsnappare;
711;Siepot;Flycatchers;Muscicapidae;Sepelsieppo;Halsbandsflugsnappare;FICALB;Ficedula albicollis;A;Collared Flycatcher;Flugsnappare;
712;Siepot;Flycatchers;Muscicapidae;Sepelsieppo / kirjosieppo;Halsbandsflugsnappare / svartvit flugsnappare;FICALB/FICHYP;Ficedula albicollis/hypoleuca;S;Collared / European Pied Flycatcher;Flugsnappare;
713;Siepot;Flycatchers;Muscicapidae;Sepelsieppo X kirjosieppo;Halsbandsflugsnappare X svartvit flugsnappare;FICALBXFICHYP;Ficedula albicollis x hypoleuca;X;Collared X European Pied Flycatcher;Flugsnappare;
714;Siepot;Flycatchers;Muscicapidae;Kirjosieppo;Svartvit flugsnappare;FICHYP;Ficedula hypoleuca;A;European Pied Flycatcher;Flugsnappare;
715;Timalit;Babblers, Parrotbills;Timaliidae;Viiksitimali;Skäggmes;PANBIA;Panurus biarmicus;A;Bearded Reedling;Timalior;
716;Pyrstötiaiset;Long-tailed Tits;Aegithalidae;Pyrstötiainen;Stjärtmes;AEGCAU;Aegithalos caudatus;A;Long-tailed Tit;Stjärtmesar;
717;Pyrstötiaiset;Long-tailed Tits;Aegithalidae;Pyrstötiainen (alalaji europaeus);Stjärtmes (rasen europaeus);AEGCAUEUR;Aegithalos caudatus europaeus;R;Long-tailed Tit (subspecies eurapaeus);Stjärtmesar;
718;Pyrstötiaiset;Long-tailed Tits;Aegithalidae;Pyrstötiainen (alalaji caudatus);Stjärtmes (rasen caudatus);AEGCAUCAU;Aegithalos caudatus caudatus;R;Long-tailed Tit (subspecies caudatus);Stjärtmesar;
719;Tiaiset;Tits;Paridae;Tiaislaji;Parus (släktet);PARSP;Parus sp;S;Parus (genus);Mesfåglar;
720;Tiaiset;Tits;Paridae;Viitatiainen;Entita;PARPAL;Parus palustris;A;Marsh Tit;Mesfåglar;
721;Tiaiset;Tits;Paridae;Hömötiainen;Talltita;PARMON;Parus montanus;A;Willow Tit;Mesfåglar;
722;Tiaiset;Tits;Paridae;Hömötiainen X lapintiainen;Talltita X lappmes;PARMONXPARCIN;Parus montanus x cinctus;X;Willow X Siberian Tit ;Mesfåglar;
723;Tiaiset;Tits;Paridae;Hömötiainen X töyhtötiainen;Talltita X tofsmes;PARMONXPARCRI;Parus montanus x cristatus;X;Willow X Crested Tit;Mesfåglar;
724;Tiaiset;Tits;Paridae;Hömötiainen X kuusitiainen;Talltita X svartmes;PARMONXPARATE;Parus montanus x ater;X;Willow X Coal Tit;Mesfåglar;
725;Tiaiset;Tits;Paridae;Lapintiainen;Lappmes;PARCIN;Parus cinctus;A;Siberian Tit;Mesfåglar;
726;Tiaiset;Tits;Paridae;Töyhtötiainen;Tofsmes;PARCRI;Parus cristatus;A;European Crested Tit;Mesfåglar;
727;Tiaiset;Tits;Paridae;Kuusitiainen;Svartmes;PARATE;Parus ater;A;Coal Tit;Mesfåglar;
728;Tiaiset;Tits;Paridae;Sinitiainen;Blåmes;PARCAE;Parus caeruleus;A;Eurasian Blue Tit;Mesfåglar;
729;Tiaiset;Tits;Paridae;Sinitiainen X valkopäätiainen;Blåmes X azurmes;PARCAEXPARCYA;Parus caeruleus x cyanus;X;Eurasian Blue / Azure Tit;Mesfåglar;
730;Tiaiset;Tits;Paridae;Valkopäätiainen;Azurmes;PARCYA;Parus cyanus;A;Azure Tit;Mesfåglar;
731;Tiaiset;Tits;Paridae;Talitiainen;Talgoxe;PARMAJ;Parus major;A;Great Tit;Mesfåglar;
732;Tiaiset;Tits;Paridae;Tiaisristeymä;Meshybrid;XPAR;x Parus;X;Hybrid Tit;Mesfåglar;
733;Pähkinänakkelit;Nuthatches;Sittidae;Pähkinänakkeli;Nötväcka;SITEUR;Sitta europaea;A;Eurasian Nuthatch;Nötväckor;
734;Pähkinänakkelit;Nuthatches;Sittidae;Pähkinänakkeli (alalaji europaea);Nötväcka (rasen europaea);SITEUREUR;Sitta europaea europaea;R;Eurasian Nuthatch (subspecies europaea);Nötväckor;
735;Pähkinänakkelit;Nuthatches;Sittidae;Pähkinänakkeli (alalaji asiatica);Nötväcka (rasen asiatica);SITEURASI;Sitta europaea asiatica;R;Eurasian Nuthatch (subspecies asiatica);Nötväckor;
736;Puukiipijät;Treecreepers;Certhiidae;Puukiipijälaji;Certhia (släktet);CERTHSP;Certhia sp;S;Certhia (genus);Trädkrypare;
737;Puukiipijät;Treecreepers;Certhiidae;Puukiipijä;Trädkrypare;CERFAM;Certhia familiaris;A;Eurasian Treecreeper;Trädkrypare;
738;Pussitiaiset;Penduline Tits;Remizidae;Pussitiainen;Pungmes;REMPEN;Remiz pendulinus;A;Eurasian Penduline Tit;Pungmesar;
739;Kuhankeittäjät;Orioles;Oriolidae;Kuhankeittäjä;Sommargylling;ORIORI;Oriolus oriolus;A;Eurasian Golden Oriole;Gyllingar;
740;Lepinkäiset;Shrikes;Laniidae;Lepinkäislaji;Lanius (släktet);LANSP;Lanius sp;S;Lanius (genus);Törnskator;
741;Lepinkäiset;Shrikes;Laniidae;Punapyrstölepinkäinen;Isabellatörnskata;LANISA;Lanius isabellinus;A;Isabelline Shrike;Törnskator;
742;Lepinkäiset;Shrikes;Laniidae;Punapyrstölepinkäinen (alalaji phoenicuroides);Isabellatörnskata (rasen phoenicuroides);LANISAPHO;Lanius isabellinus phoenicuroides;R;Isabelline Shrike (subspecies phoenicuroides);Törnskator;
743;Lepinkäiset;Shrikes;Laniidae;Punapyrstölepinkäinen (alalaji isabellinus);Isabellatörnskata (rasen isabellinus);LANISAISA;Lanius isabellinus isabellinus;R;Isabelline Shrike (subspecies isabellinus);Törnskator;
744;Lepinkäiset;Shrikes;Laniidae;Punapyrstölepinkäinen (alalaji arenarius);Isabellatörnskata (rasen arenarius);LANISAARE;Lanius isabellinus arenarius;R;Isabelline Shrike (subspecies arenarius);Törnskator;
745;Lepinkäiset;Shrikes;Laniidae;Pikkulepinkäinen;Törnskata;LANCOL;Lanius collurio;A;Red-backed Shrike;Törnskator;
746;Lepinkäiset;Shrikes;Laniidae;Mustaotsalepinkäinen;Svartpannad törnskata;LANMIN;Lanius minor;A;Lesser Grey Shrike;Törnskator;
747;Lepinkäiset;Shrikes;Laniidae;Isolepinkäinen;Varfågel;LANEXC;Lanius excubitor;A;Great Grey Shrike;Törnskator;
748;Lepinkäiset;Shrikes;Laniidae;Isolepinkäinen (alalaji excubitor);Varfågel (rasen excubitor);LANEXCEXC;Lanius excubitor excubitor;R;Great Grey Shrike (subspecies excubitor);Törnskator;
749;Lepinkäiset;Shrikes;Laniidae;Isolepinkäinen (alalaji homeyeri);Varfågel (rasen homeyeri);LANEXCHOM;Lanius excubitor homeyeri;R;Great Grey Shrike (subspecies homeyeri);Törnskator;
750;Lepinkäiset;Shrikes;Laniidae;Isolepinkäinen (alalaji sibiricus);Varfågel (rasen sibiricus);LANEXCSIB;Lanius excubitor sibiricus;R;Great Grey Shrike (subspecies sibiricus);Törnskator;
751;Lepinkäiset;Shrikes;Laniidae;Etelänisolepinkäinen;ökenvarfågel;LANMER;Lanius meridionalis;A;Southern Grey Shrike;Törnskator;
752;Lepinkäiset;Shrikes;Laniidae;Etelänisolepinkäinen (alalaji meridionalis);ökenvarfågel (rasen meridionalis);LANMERMER;Lanius meridionalis meridionalis;R;Southern Grey Shrike (subspecies meridionalis);Törnskator;
753;Lepinkäiset;Shrikes;Laniidae;Etelänisolepinkäinen (alalaji pallidirostris);ökenvarfågel (rasen pallidirostris);LANMERPAL;Lanius meridionalis pallidirostris;R;Southern Grey Shrike (subspecies pallidirostris);Törnskator;
754;Lepinkäiset;Shrikes;Laniidae;Punapäälepinkäinen;Rödhuvad törnskata;LANSEN;Lanius senator;A;Woodchat Shrike;Törnskator;
755;Lepinkäiset;Shrikes;Laniidae;Valko-otsalepinkäinen;Masktörnskata;LANNUB;Lanius nubicus;A;Masked Shrike;Törnskator;
756;Varikset;Crows, Jays;Corvidae;Närhi;Nötskrika;GARGLA;Garrulus glandarius;A;Eurasian Jay;Kråkfåglar;
757;Varikset;Crows, Jays;Corvidae;Kuukkeli;Lavskrika;PERINF;Perisoreus infaustus;A;Siberian Jay;Kråkfåglar;
758;Varikset;Crows, Jays;Corvidae;Harakka;Skata;PICPIC;Pica pica;A;Common Magpie;Kråkfåglar;
759;Varikset;Crows, Jays;Corvidae;Pähkinähakki;Nötkråka;NUCCAR;Nucifraga caryocatactes;A;Eurasian Nutcracker;Kråkfåglar;
760;Varikset;Crows, Jays;Corvidae;Pähkinähakki (alalaji caryocatactes);Nötkråka (rasen caryocatactes);NUCCARCAR;Nucifraga caryocatactes caryocatactes;R;Eurasian Nutcracker (subspecies caryocatactes);Kråkfåglar;
761;Varikset;Crows, Jays;Corvidae;Pähkinähakki (alalaji macrorhynchos);Nötkråka (rasen macrorhynchos);NUCCARMAC;Nucifraga caryocatactes macrorhynchos;R;Eurasian Nutcracker (subspecies macrorhynchos);Kråkfåglar;
762;Varikset;Crows, Jays;Corvidae;Varislaji;Corvus (släktet);CORSP;Corvus sp;S;Corvus (genus);Kråkfåglar;
763;Varikset;Crows, Jays;Corvidae;Naakka;Kaja;CORMON;Corvus monedula;A;Western Jackdaw;Kråkfåglar;
764;Varikset;Crows, Jays;Corvidae;Idännaakka;Klippkaja;CORDAU;Corvus dauuricus;B;Daurian Jackdaw;Kråkfåglar;
765;Varikset;Crows, Jays;Corvidae;Mustavaris;Råka;CORFRU;Corvus frugilegus;A;Rook;Kråkfåglar;
766;Varikset;Crows, Jays;Corvidae;Varis;Kråka;CORNIX;Corvus corone cornix;R;Hooded Crow;Kråkfåglar;
767;Varikset;Crows, Jays;Corvidae;Nokivaris;Kråka (rasen corone);CORONEONE;Corvus corone corone;R;Carrion Crow;Kråkfåglar;
768;Varikset;Crows, Jays;Corvidae;Varis X nokivaris;Kråka X kråka (rasen corone);CORNIXXCORONEONE;Corvus corone cornix x corone;X;Hooded / Carrion Crow;Kråkfåglar;
769;Varikset;Crows, Jays;Corvidae;Korppi;Korp;CORRAX;Corvus corax;A;Common Raven;Kråkfåglar;
770;Varikset;Crows, Jays;Corvidae;Korppi / varis / mustavaris;Korp / kråka / råka;ICOR;Iso Corvus;S;Common Raven / Hooded Crow / Rook;Kråkfåglar;
771;Kottaraiset;Starlings;Sturnidae;Kottarainen;Stare;STUVUL;Sturnus vulgaris;S;Common Starling;Starar;
772;Kottaraiset;Starlings;Sturnidae;Punakottarainen;Rosenstare;STUROS;Sturnus roseus;S;Rosy Starling;Starar;
773;Kottaraiset;Starlings;Sturnidae;Kiinankottarainen;Mandarinstare;STUSIN;Sturnus sinensis;E;White-shouldered Starling;Starar;
774;Kottaraiset;Starlings;Sturnidae;Viirupääkottarainen;Gråstare;STUCIN;Sturnus cineraceus;E;White-cheeked Starling;Starar;
775;Varpuset;Sparrows;Passeridae;Varpuslaji;Passer (släktet);PASSP;Passer sp;S;Passer (genus);Sparvfinkar;
776;Varpuset;Sparrows;Passeridae;Varpunen;Gråsparv;PASDOM;Passer domesticus;A;House Sparrow;Sparvfinkar;
777;Varpuset;Sparrows;Passeridae;Varpunen X pikkuvarpunen;Gråsparv X pilfink;PASDOMXPASMON;Passer domesticus x montanus;X;House X Eurasian Tree Sparrow;Sparvfinkar;
778;Varpuset;Sparrows;Passeridae;Pensasvarpunen;Spansk sparv;PASHIS;Passer hispaniolensis;A;Spanish Sparrow;Sparvfinkar;
779;Varpuset;Sparrows;Passeridae;Pikkuvarpunen;Pilfink;PASMON;Passer montanus;A;Eurasian Tree Sparrow;Sparvfinkar;
780;Peipot;Finches;Fringillidae;Peippolaji;Fringilla (släktet);FRISP;Fringilla sp;S;Fringilla (genus);Finkar;
781;Peipot;Finches;Fringillidae;Peippo;Bofink;FRICOE;Fringilla coelebs;A;Common Chaffinch;Finkar;
782;Peipot;Finches;Fringillidae;Järripeippo;Bergfink;FRIMON;Fringilla montifringilla;A;Brambling;Finkar;
783;Peipot;Finches;Fringillidae;Keltahemppo;Gulhämpling;SERSER;Serinus serinus;A;European Serin;Finkar;
784;Peipot;Finches;Fringillidae;Kanarianhemppo;Kanariefågel;SERCAN;Serinus canariensis;E;Island Canary;Finkar;
785;Peipot;Finches;Fringillidae;Sitruunahemppo;Citronsiska;SERCIT;Serinus citrinella;D;Citril Finch;Finkar;
786;Peipot;Finches;Fringillidae;Tiklilaji;Carduelis (släktet);CARSP;Carduelis sp;S;Carduelis (genus);Finkar;
787;Peipot;Finches;Fringillidae;Viherpeippo;Grönfink;CARCHL;Carduelis chloris;A;European Greenfinch;Finkar;
788;Peipot;Finches;Fringillidae;Tikli;Steglits;CARCAR;Carduelis carduelis;A;European Goldfinch;Finkar;
789;Peipot;Finches;Fringillidae;Vihervarpunen;Grönsiska;CARSPI;Carduelis spinus;A;Eurasian Siskin;Finkar;
790;Peipot;Finches;Fringillidae;Hemppo;Hämpling;CARCAN;Carduelis cannabina;A;Common Linnet;Finkar;
791;Peipot;Finches;Fringillidae;Vuorihemppo;Vinterhämpling;CARRIS;Carduelis flavirostris;A;Twite;Finkar;
792;Peipot;Finches;Fringillidae;Urpiainen;Gråsiska;CARMEA;Carduelis flammea;A;Common Redpoll;Finkar;
793;Peipot;Finches;Fringillidae;Ruskourpiainen;Gråsiska (rasen cabaret);CARMEACAB;Carduelis flammea cabaret;R;Mealy Redpoll;Finkar;
794;Peipot;Finches;Fringillidae;Urpiainen / tundraurpiainen;Gråsiska / snösiska;CARMEA/CARHOR;Carduelis flammea/hornemanni;S;Common / Arctic Redpoll;Finkar;
795;Peipot;Finches;Fringillidae;Tundraurpiainen;Snösiska;CARHOR;Carduelis hornemanni;A;Arctic Redpoll;Finkar;
796;Peipot;Finches;Fringillidae;Käpylintulaji;Loxia (släktet);LOXSP;Loxia sp;S;Loxia (genus);Finkar;
797;Peipot;Finches;Fringillidae;Kirjosiipikäpylintu;Bändelkorsnäbb;LOXLEU;Loxia leucoptera;A;Two-barred Crossbill;Finkar;
798;Peipot;Finches;Fringillidae;Kirjosiipikäpylintu / pikkukäpylintu;Bändelkorsnäbb / mindre korsnäbb;LOXLEU/LOXCUR;Loxia leucoptera/curvirostra;S;Two-barred / Red Crossbill;Finkar;
799;Peipot;Finches;Fringillidae;Pikkukäpylintu;Mindre korsnäbb;LOXCUR;Loxia curvirostra;A;Red Crossbill;Finkar;
800;Peipot;Finches;Fringillidae;Pikkukäpylintu / isokäpylintu;Mindre korsnäbb / större korsnäbb;LOXCUR/LOXPYT;Loxia curvirostra/pytyopsittacus;S;Red / Parrot Crossbill;Finkar;
801;Peipot;Finches;Fringillidae;Isokäpylintu;Större korsnäbb;LOXPYT;Loxia pytyopsittacus;A;Parrot Crossbill;Finkar;
802;Peipot;Finches;Fringillidae;Aavikkotulkkulaji;Bucanetes (släktet);BUCANSP;Bucanetes sp;S;Bucanetes (genus);Finkar;
803;Peipot;Finches;Fringillidae;Aavikkotulkku;ökentrumpetare;BUCGIT;Bucanetes githagineus;A;Trumpeter Finch;Finkar;
804;Peipot;Finches;Fringillidae;Punavarpuslaji;Carpodacus (släktet);CARPOSP;Carpodacus sp;S;Carpodacus (genus);Finkar;
805;Peipot;Finches;Fringillidae;Punavarpunen;Rosenfink;CARERY;Carpodacus erythrinus;A;Common Rosefinch;Finkar;
806;Peipot;Finches;Fringillidae;Taviokuurna;Tallbit;PINENU;Pinicola enucleator;A;Pine Grosbeak;Finkar;
807;Peipot;Finches;Fringillidae;Pyrstötulkku;Långstjärtad rosenfink;URASIB;Uragus sibiricus;E;Long-tailed Rosefinch;Finkar;
808;Peipot;Finches;Fringillidae;Punatulkku;Domherre;PYRPYR;Pyrrhula pyrrhula;A;Eurasian Bullfinch;Finkar;
809;Peipot;Finches;Fringillidae;Nokkavarpunen;Stenknäck;COCCOC;Coccothraustes coccothraustes;A;Hawfinch;Finkar;
810;Peipot;Finches;Fringillidae;Japaninnokkavarpunen;Större maskstenknäck;EOPPER;Eophona personata;E;Japanese Grosbeak;Finkar;
811;Kerttulit;New World Warblers;Parulidae;Viirukerttuli;Vitkindad skogssångare;DENSTR;Dendroica striata;A;Blackpoll Warbler;Skogsångare;
812;Sirkut;Buntings, New World Sparrows;Emberizidae;Valkokurkkusirkku;Vitstrupig sparv;ZONALB;Zonotrichia albicollis;A;White-throated Sparrow;Fältsparvar;
813;Sirkut;Buntings, New World Sparrows;Emberizidae;Lapinsirkku;Lappsparv;CALLAP;Calcarius lapponicus;A;Lapland Longspur;Fältsparvar;
814;Sirkut;Buntings, New World Sparrows;Emberizidae;Pulmunen;Snösparv;PLENIV;Plectrophenax nivalis;A;Snow Bunting;Fältsparvar;
815;Sirkut;Buntings, New World Sparrows;Emberizidae;Sirkkulaji;Emberiza (släktet);EMBSP;Emberiza sp;S;Emberiza (genus);Fältsparvar;
816;Sirkut;Buntings, New World Sparrows;Emberizidae;Harmaapääsirkku;Gråhuvad sparv;EMBSPO;Emberiza spodocephala;A;Black-faced Bunting;Fältsparvar;
817;Sirkut;Buntings, New World Sparrows;Emberizidae;Mäntysirkku;Tallsparv;EMBLEU;Emberiza leucocephalos;A;Pine Bunting;Fältsparvar;
818;Sirkut;Buntings, New World Sparrows;Emberizidae;Mäntysirkku X keltasirkku;Tallsparv X gulsparv;EMBLEUXEMBCIT;Emberiza leucocephalos x citrinella;X;Pine Bunting X Yellowhammer;Fältsparvar;
819;Sirkut;Buntings, New World Sparrows;Emberizidae;Keltasirkku;Gulsparv;EMBCIT;Emberiza citrinella;A;Yellowhammer;Fältsparvar;
820;Sirkut;Buntings, New World Sparrows;Emberizidae;Kivikkosirkku;Bergortolansparv;EMBBUC;Emberiza buchanani;A;Grey-necked Bunting;Fältsparvar;
821;Sirkut;Buntings, New World Sparrows;Emberizidae;Peltosirkku;Ortolansparv;EMBHOR;Emberiza hortulana;A;Ortolan Bunting;Fältsparvar;
822;Sirkut;Buntings, New World Sparrows;Emberizidae;Ruostekurkkusirkku;Rostsparv;EMBCAE;Emberiza caesia;A;Cretzschmar's Bunting;Fältsparvar;
823;Sirkut;Buntings, New World Sparrows;Emberizidae;Pohjansirkku;Videsparv;EMBRUS;Emberiza rustica;A;Rustic Bunting;Fältsparvar;
824;Sirkut;Buntings, New World Sparrows;Emberizidae;Pohjansirkku / pikkusirkku / kultasirkku;Videsparv / dvärgsparv / gyllensparv;EMBRUS/EMBPUS/EMBAUR;Emberiza rustica/pusilla/aureola;S;Rustic / Little / Yellow-breasted Bunting;Fältsparvar;
825;Sirkut;Buntings, New World Sparrows;Emberizidae;Pikkusirkku;Dvärgsparv;EMBPUS;Emberiza pusilla;A;Little Bunting;Fältsparvar;
826;Sirkut;Buntings, New World Sparrows;Emberizidae;Kastanjasirkku;Rödbrun sparv;EMBRUT;Emberiza rutila;A;Chestnut Bunting;Fältsparvar;
827;Sirkut;Buntings, New World Sparrows;Emberizidae;Kultasirkku;Gyllensparv;EMBAUR;Emberiza aureola;A;Yellow-breasted Bunting;Fältsparvar;
828;Sirkut;Buntings, New World Sparrows;Emberizidae;Pajusirkku;Sävsparv;EMBSCH;Emberiza schoeniclus;A;Common Reed Bunting;Fältsparvar;
829;Sirkut;Buntings, New World Sparrows;Emberizidae;Ruskopääsirkku;Stäppsparv;EMBBRU;Emberiza bruniceps;E;Red-headed Bunting;Fältsparvar;
830;Sirkut;Buntings, New World Sparrows;Emberizidae;Ruskopääsirkku / mustapääsirkku;Stäppsparv / svarthuvad sparv;EMBBRU/EMBMEL;Emberiza bruniceps/melanocephala;S;Red-headed / Black-headed Bunting;Fältsparvar;
831;Sirkut;Buntings, New World Sparrows;Emberizidae;Mustapääsirkku;Svarthuvad sparv;EMBMEL;Emberiza melanocephala;A;Black-headed Bunting;Fältsparvar;
832;Sirkut;Buntings, New World Sparrows;Emberizidae;Harmaasirkku;Kornsparv;EMBCAL;Emberiza calandra;A;Corn Bunting;Fältsparvar;
833;Sirkut;Buntings, New World Sparrows;Emberizidae;Niittysirkku;ängssparv;EMBCIO;Emberiza cioides;E;Meadow Bunting;Fältsparvar;
834;Sirkut;Buntings, New World Sparrows;Emberizidae;Kultatöyhtösirkku;Praktsparv;EMBELE;Emberiza elegans;E;Yellow-throated Bunting;Fältsparvar;
835;Sirkut;Buntings, New World Sparrows;Emberizidae;Indigokardinaali;Indigofink;PASCYA;Passerina cyanea;D;Indigo Bunting;Fältsparvar;
836;Sirkut;Buntings, New World Sparrows;Emberizidae;Turkoosikardinaali;Lazulifink;PASAMO;Passerina amoena;E;Lazuli Bunting;Fältsparvar;
837;Sirkut;Buntings, New World Sparrows;Emberizidae;Sateenkaarikardinaali;Påvefink;PASCIR;Passerina ciris;E;Painted Bunting;Fältsparvar;
838;;;;Hanhi / merimetso;Gås / skarv;ANS/BRA/PHA;Anser/Branta/Phalacrocorax;S;Goose / Cormorant;;
839;;;;Hanhi / vesilintu;Gås / sjöfågel;ANS/BRA/V;Hanhi / vesilintu;S;Goose / Duck;;
840;;;;Iso lintu;Stor fågel;IL;Iso lintu;S;Large bird;;
841;;;;Vesilintu / kahlaaja;Sjöfågel / vadare;V/K;Vesilintu / kahlaaja;S;Waterfowl / Shorebird;;
842;;;;Tilhi / kottarainen;Sidensvans / stare;BOM/STU;Bombycilla garrulus/Sturnus vulgaris;S;Bohemian Waxwing / European Starling;;
843;;;;Pikkulintu;Ob. småfågel;PL;Pikkulintu;S;Small bird;;
844;;;;Lintu;Ob. fågel;AVIS;Lintu;S;Bird;;
845;;;;Iso pikkulintu;Stor småfågel;IPL;Iso pikkulintu;S;Large sized small bird;;
846;;;;Keskikokoinen pikkulintu;Medelstor småfågel;KPL;Keskikokoinen pikkulintu;S;Medium sized small bird;;
847;;;;Pieni pikkulintu;Liten småfågel;PPL;Pieni pikkulintu;S;Small sized small bird;;
